relid,indexrelid,schemaname,relname,indexrelname,idx_scan,idx_tup_read,idx_tup_fetch
4167,4168,pg_toast,pg_toast_3256,pg_toast_3256_index,0,0,0
4181,4182,pg_toast,pg_toast_6000,pg_toast_6000_index,0,0,0
4143,4144,pg_toast,pg_toast_826,pg_toast_826_index,0,0,0
4155,4156,pg_toast,pg_toast_3394,pg_toast_3394_index,0,0,0
3598,3599,pg_toast,pg_toast_3596,pg_toast_3596_index,0,0,0
4060,4061,pg_toast,pg_toast_3592,pg_toast_3592_index,0,0,0
4165,4166,pg_toast,pg_toast_3350,pg_toast_3350_index,0,0,0
4183,4184,pg_toast,pg_toast_6100,pg_toast_6100_index,0,0,0
16414,16415,pg_toast,pg_toast_16411,pg_toast_16411_index,0,0,0
1255,2691,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,566,563,555
1247,2704,pg_catalog,pg_type,pg_type_typname_nsp_index,383,359,357
1249,2658,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,22,22,22
1259,2663,pg_catalog,pg_class,pg_class_relname_nsp_index,212,188,186
1259,3455,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,0,0,0
2604,2656,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,0,0
2606,2664,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,0,0,0
2606,2665,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,10,0,0
2606,2666,pg_catalog,pg_constraint,pg_constraint_contypid_index,0,0,0
16411,16440,public,customer,customer_i1,0,0,0
2606,2579,pg_catalog,pg_constraint,pg_constraint_conparentid_index,0,0,0
16411,16442,public,customer,customer_i2,0,0,0
2611,2187,pg_catalog,pg_inherits,pg_inherits_parent_index,0,0,0
2610,2678,pg_catalog,pg_index,pg_index_indrelid_index,288,402,402
16416,16444,public,district,district_i1,0,0,0
16422,16446,public,item,item_i1,0,0,0
2617,2689,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,6,128,128
2753,2754,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,0,0
16425,16448,public,new_order,new_order_i1,0,0,0
2616,2686,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,392,17128,17128
16428,16450,public,order_line,order_line_i1,0,0,0
2601,2651,pg_catalog,pg_am,pg_am_name_index,0,0,0
16431,16452,public,orders,orders_i1,0,0,0
2602,2653,pg_catalog,pg_amop,pg_amop_fam_strat_index,862,862,862
2602,2654,pg_catalog,pg_amop,pg_amop_opr_fam_index,191,383,383
16431,16454,public,orders,orders_i2,0,0,0
2603,2655,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,1040,2374,2374
16434,16456,public,stock,stock_i1,0,0,0
2612,2681,pg_catalog,pg_language,pg_language_name_index,2,2,2
16437,16458,public,warehouse,warehouse_i1,0,0,0
3381,3997,pg_catalog,pg_statistic_ext,pg_statistic_ext_name_index,0,0,0
3381,3379,pg_catalog,pg_statistic_ext,pg_statistic_ext_relid_index,137,0,0
2618,2693,pg_catalog,pg_rewrite,pg_rewrite_rel_rulename_index,10,7,6
2620,2699,pg_catalog,pg_trigger,pg_trigger_tgconstraint_index,0,0,0
2620,2701,pg_catalog,pg_trigger,pg_trigger_tgrelid_tgname_index,0,0,0
3466,3467,pg_catalog,pg_event_trigger,pg_event_trigger_evtname_index,3,0,0
2605,2661,pg_catalog,pg_cast,pg_cast_source_target_index,7166,632,632
3501,3503,pg_catalog,pg_enum,pg_enum_typid_label_index,0,0,0
3501,3534,pg_catalog,pg_enum,pg_enum_typid_sortorder_index,0,0,0
2615,2684,pg_catalog,pg_namespace,pg_namespace_nspname_index,399,399,399
2607,2668,pg_catalog,pg_conversion,pg_conversion_default_index,0,0,0
2607,2669,pg_catalog,pg_conversion,pg_conversion_name_nsp_index,0,0,0
2608,2673,pg_catalog,pg_depend,pg_depend_depender_index,23,38,32
2608,2674,pg_catalog,pg_depend,pg_depend_reference_index,471,442,428
1262,2671,pg_catalog,pg_database,pg_database_datname_index,1138,1137,1137
1213,2698,pg_catalog,pg_tablespace,pg_tablespace_spcname_index,0,0,0
1260,2676,pg_catalog,pg_authid,pg_authid_rolname_index,580,579,579
1261,2695,pg_catalog,pg_auth_members,pg_auth_members_member_role_index,0,0,0
1214,1232,pg_catalog,pg_shdepend,pg_shdepend_depender_index,37,15,0
1214,1233,pg_catalog,pg_shdepend,pg_shdepend_reference_index,42,41,41
3602,3608,pg_catalog,pg_ts_config,pg_ts_config_cfgname_index,34,34,34
3600,3604,pg_catalog,pg_ts_dict,pg_ts_dict_dictname_index,0,0,0
3601,3606,pg_catalog,pg_ts_parser,pg_ts_parser_prsname_index,0,0,0
3764,3766,pg_catalog,pg_ts_template,pg_ts_template_tmplname_index,0,0,0
3079,3081,pg_catalog,pg_extension,pg_extension_name_index,6,5,5
2328,548,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_name_index,0,0,0
1417,549,pg_catalog,pg_foreign_server,pg_foreign_server_name_index,0,0,0
1418,175,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,0,0
3256,3258,pg_catalog,pg_policy,pg_policy_polrelid_polname_index,0,0,0
6000,6002,pg_catalog,pg_replication_origin,pg_replication_origin_roname_index,0,0,0
826,827,pg_catalog,pg_default_acl,pg_default_acl_role_nsp_obj_index,4,0,0
3456,3164,pg_catalog,pg_collation,pg_collation_name_enc_nsp_index,0,0,0
3541,2228,pg_catalog,pg_range,pg_range_rngmultitypid_index,0,0,0
3576,3575,pg_catalog,pg_transform,pg_transform_type_lang_index,13,0,0
6104,6111,pg_catalog,pg_publication,pg_publication_pubname_index,0,0,0
6106,6113,pg_catalog,pg_publication_rel,pg_publication_rel_prrelid_prpubid_index,0,0,0
6100,6115,pg_catalog,pg_subscription,pg_subscription_subname_index,0,0,0
1255,2690,pg_catalog,pg_proc,pg_proc_oid_index,579,571,568
1247,2703,pg_catalog,pg_type,pg_type_oid_index,1210,1186,1186
1249,2659,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,12956,29175,29175
1259,2662,pg_catalog,pg_class,pg_class_oid_index,6967,6943,6943
2604,2657,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,0,0
2606,2667,pg_catalog,pg_constraint,pg_constraint_oid_index,10,0,0
2611,2680,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,1,0,0
2610,2679,pg_catalog,pg_index,pg_index_indexrelid_index,3871,3871,3871
2617,2688,pg_catalog,pg_operator,pg_operator_oid_index,281,281,281
2753,2755,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,0,0
2616,2687,pg_catalog,pg_opclass,pg_opclass_oid_index,1009,1009,1009
2601,2652,pg_catalog,pg_am,pg_am_oid_index,0,0,0
2602,2756,pg_catalog,pg_amop,pg_amop_oid_index,0,0,0
2603,2757,pg_catalog,pg_amproc,pg_amproc_oid_index,0,0,0
2612,2682,pg_catalog,pg_language,pg_language_oid_index,2,2,2
2995,2996,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,0,0,0
2613,2683,pg_catalog,pg_largeobject,pg_largeobject_loid_pn_index,0,0,0
2600,2650,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,0,0,0
3381,3380,pg_catalog,pg_statistic_ext,pg_statistic_ext_oid_index,0,0,0
3429,3433,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_index,0,0,0
2619,2696,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,597,423,417
2618,2692,pg_catalog,pg_rewrite,pg_rewrite_oid_index,5,2,2
2620,2702,pg_catalog,pg_trigger,pg_trigger_oid_index,0,0,0
3466,3468,pg_catalog,pg_event_trigger,pg_event_trigger_oid_index,0,0,0
2609,2675,pg_catalog,pg_description,pg_description_o_c_o_index,8,1,1
2605,2660,pg_catalog,pg_cast,pg_cast_oid_index,0,0,0
3501,3502,pg_catalog,pg_enum,pg_enum_oid_index,0,0,0
2615,2685,pg_catalog,pg_namespace,pg_namespace_oid_index,213,213,209
2607,2670,pg_catalog,pg_conversion,pg_conversion_oid_index,0,0,0
1262,2672,pg_catalog,pg_database,pg_database_oid_index,1035,1034,1034
2964,2965,pg_catalog,pg_db_role_setting,pg_db_role_setting_databaseid_rol_index,2708,0,0
1213,2697,pg_catalog,pg_tablespace,pg_tablespace_oid_index,207,207,207
1260,2677,pg_catalog,pg_authid,pg_authid_oid_index,579,578,578
1261,2694,pg_catalog,pg_auth_members,pg_auth_members_role_member_index,0,0,0
2396,2397,pg_catalog,pg_shdescription,pg_shdescription_o_c_index,0,0,0
3602,3712,pg_catalog,pg_ts_config,pg_ts_config_oid_index,34,34,34
3603,3609,pg_catalog,pg_ts_config_map,pg_ts_config_map_index,0,0,0
3600,3605,pg_catalog,pg_ts_dict,pg_ts_dict_oid_index,0,0,0
3601,3607,pg_catalog,pg_ts_parser,pg_ts_parser_oid_index,0,0,0
3764,3767,pg_catalog,pg_ts_template,pg_ts_template_oid_index,0,0,0
3079,3080,pg_catalog,pg_extension,pg_extension_oid_index,7,6,6
2328,112,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_oid_index,0,0,0
1417,113,pg_catalog,pg_foreign_server,pg_foreign_server_oid_index,0,0,0
1418,174,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,0,0
3118,3119,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,0,0
3256,3257,pg_catalog,pg_policy,pg_policy_oid_index,0,0,0
6000,6001,pg_catalog,pg_replication_origin,pg_replication_origin_roiident_index,0,0,0
826,828,pg_catalog,pg_default_acl,pg_default_acl_oid_index,0,0,0
3394,3395,pg_catalog,pg_init_privs,pg_init_privs_o_c_o_index,39,6,4
3596,3597,pg_catalog,pg_seclabel,pg_seclabel_object_index,6,0,0
3592,3593,pg_catalog,pg_shseclabel,pg_shseclabel_object_index,0,0,0
3456,3085,pg_catalog,pg_collation,pg_collation_oid_index,0,0,0
3350,3351,pg_catalog,pg_partitioned_table,pg_partitioned_table_partrelid_index,0,0,0
3541,3542,pg_catalog,pg_range,pg_range_rngtypid_index,0,0,0
3576,3574,pg_catalog,pg_transform,pg_transform_oid_index,0,0,0
2224,5002,pg_catalog,pg_sequence,pg_sequence_seqrelid_index,0,0,0
6104,6110,pg_catalog,pg_publication,pg_publication_oid_index,0,0,0
6106,6112,pg_catalog,pg_publication_rel,pg_publication_rel_oid_index,0,0,0
6100,6114,pg_catalog,pg_subscription,pg_subscription_oid_index,0,0,0
6102,6117,pg_catalog,pg_subscription_rel,pg_subscription_rel_srrelid_srsubid_index,0,0,0
13562,13563,pg_toast,pg_toast_13559,pg_toast_13559_index,0,0,0
13567,13568,pg_toast,pg_toast_13564,pg_toast_13564_index,0,0,0
13572,13573,pg_toast,pg_toast_13569,pg_toast_13569_index,0,0,0
13577,13578,pg_toast,pg_toast_13574,pg_toast_13574_index,0,0,0
